RiverNumber;RiverList;RiverYear;CatchForFile;OrigCatchForFile;FemPropForFile;Spawn_W_mod;Spawn_W_min;Spawn_W_max;Spawn_W_med;GBM_maal;GBM_prob;Spawn4yrMin;Spawn4yrMed;Spawn4yrMax;GBM_4yr_maal;GBM_4yr_prob;Expl_L;Expl_M;Expl_H;ExplAdj;UnrepForFile
11;Valjohka;2019;64.9447303391592;65;0.638923076923077;544.415737503257;404.654377797118;710.734622311713;544.146232383547;0.694352962179844;0.0316;408.45018911871;520.453669797541;680.955475953567;0.674695879351267;0.0191;0.056;0.07;0.0875;0;0
11;Valjohka;2020;38.9665032358541;39;0.457692307692308;233.376749527024;182.559495608134;307.582242020953;234.305735476643;0.302138964243555;0;324.209783971511;415.520897592822;544.393126158895;0.537578607811975;1e-04;0.056;0.07;0.0875;0;0
12;Valjohka (alt);2006;1515.72963521977;1517;0.58;851.28861094398;491.567838175616;1417.6398073282;855.742436580565;1.15678402804729;0.6591;0;0;0;0;0;0.400544368393591;0.503518818279861;0.623443144978022;0;0
12;Valjohka (alt);2007;1467.22765640595;1466;0.8;1110.19178230465;668.725989897353;1869.15153541713;1141.03702604222;1.52439034568768;0.9246;0;0;0;0;0;0.402135894340229;0.505109912269834;0.621782673154384;0;0
12;Valjohka (alt);2008;1352.86613453366;1354;0.68;896.655384197815;519.062159107496;1464.26600882763;899.320515772184;1.20466110644587;0.7131;0;0;0;0;0;0.400426285890875;0.500838732681129;0.623310681871133;0;0
12;Valjohka (alt);2009;1036.13159638952;1037;0.42;426.09782198837;248.366240065528;686.1329937197;422.472898867238;0.569260011005048;0.0068;481.930556811498;821.058399858704;1359.29758632317;1.11478000614554;0.602;0.401365275834645;0.497833194115119;0.623452967877944;0;0
12;Valjohka (alt);2010;1430.19667189911;1429;0.5;706.161716254163;394.96142483847;1143.91060479392;696.808693548509;0.941851053320836;0.3757;457.778953477212;784.77667618625;1290.8652856896;1.06067699966921;0.5385;0.400692865807189;0.501705644745529;0.623755821413503;0;0
12;Valjohka (alt);2011;1112.06795253764;1113;0.59;629.352045177368;377.350525357468;1057.94935493548;639.740007350607;0.862113931451533;0.2509;384.935087342241;664.566741904429;1088.06474056919;0.89630298466872;0.3;0.401562659620536;0.500199185727901;0.623914203531389;0;0
12;Valjohka (alt);2012;3209.31020983908;3212;0.42;1283.08660848762;751.600458239778;2185.66378826692;1312.01694810303;1.77414719767187;0.9754;443.069662125311;761.17454797688;1268.41418542901;1.03607582837255;0.5035;0.401729579028648;0.500421917406964;0.623107561020607;0;0
12;Valjohka (alt);2013;1342.8745087247;1344;0.47;608.031126504093;356.88728682486;1007.87109892553;614.622256424151;0.826458973188893;0.2062;470.199923815144;806.657874105811;1348.84871173046;1.09887676704949;0.5885;0.401684836180066;0.502977977436578;0.624304122991722;0;0
12;Valjohka (alt);2014;1628.63500686105;1630;0.44;683.670401025769;409.478049709451;1104.91119327233;698.710353525267;0.920786453946705;0.3317;473.829080032889;801.035045298712;1339.09885885007;1.0933793966255;0.5813;0.401389537083017;0.498951760994315;0.623604921086597;0;0
12;Valjohka (alt);2015;1274.93145322374;1276;0.55;662.141596501616;392.790441067725;1120.11356776842;682.789273264676;0.912521109608637;0.3215;477.689058960454;809.232433129775;1354.6399120583;1.10665703959751;0.6017;0.400718849310026;0.503128455654669;0.623471380311075;0;0
12;Valjohka (alt);2016;1337.87869582021;1339;0.56;734.419548261441;416.991957632995;1181.40720165499;728.703879061086;0.977230084575659;0.422;394.036933808758;672.06566807323;1103.57576540532;0.907080923986231;0.3187;0.400458632598154;0.50179110393187;0.623109420102166;0;0
12;Valjohka (alt);2017;1346.87115904828;1348;0.57;878.065999258278;557.118485612734;1424.70667611002;915.188811258709;1.19536459133421;0.7136;444.094733505727;739.574386261776;1207.78465970144;1.00251361025309;0.4552;0.360715874622387;0.450891495350293;0.560878159699131;0;0
12;Valjohka (alt);2018;1259.9440145103;1261;0.45;967.194219019847;638.765649453115;1488.96875473768;985.039682032237;1.29516827312247;0.8301;501.416633441643;810.455340760296;1303.79905006778;1.09854405059006;0.5945;0.288372571397514;0.359656343100369;0.449084399577196;0;0
12;Valjohka (alt);2019;704.409619531928;705;0.63;745.015601603959;483.984815472299;1109.33963472997;739.215327077406;0.980251061324907;0.4225;524.215227042786;831.173842035881;1301.10556680817;1.1158400503977;0.6178;0.297203152129967;0.372316561643676;0.46144758258063;0;0
12;Valjohka (alt);2020;682.428042752208;683;0.44;521.33142049499;340.296474019334;795.443648852127;522.22221830633;0.694113028740503;0.0495;505.041356139371;777.901810094269;1204.61467860745;1.03899619629457;0.5162;0.288653143212986;0.361801929368823;0.44859482369583;0;0
13;Akujoki;2003;0;0;0.645451207126366;62.7993990965169;48.7389239448321;83.7604740957607;64.114142546614;0.489595546423589;0;0;0;0;0;0;0;0;0;0;0
13;Akujoki;2004;0;0;0.497518287995106;49.1465963334893;38.778007832725;61.5557253355926;49.5940492502819;0.375072948038635;0;0;0;0;0;0;0;0;0;0;0
13;Akujoki;2005;0;0;0.437384984292499;81.2743491987775;62.1325698243119;105.85675422034;81.0700813823687;0.625417459412363;7e-04;0;0;0;0;0;0;0;0;0;0
13;Akujoki;2006;0;0;0.293274991857603;97.3694883764021;77.3796699492634;123.979502324089;97.5584767456217;0.749652983321561;0.0403;56.7572928877831;72.6474582512965;93.7881139939455;0.559815641696272;0;0;0;0;0;0
13;Akujoki;2007;0;0;0.43500392498451;86.4059721300259;68.4460725648973;112.132086724014;87.728411663411;0.670013401636837;0.0055;61.6840800427994;78.5491015096737;100.881017151009;0.604476308746358;3e-04;0;0;0;0;0
13;Akujoki;2008;0;0;0.4314878016823;63.5681754449905;49.7828489062309;81.7540845310248;64.218462449331;0.489703349452596;0;64.4352903111759;82.154496287549;105.930606949867;0.632618686582361;0.0013;0;0;0;0;0
13;Akujoki;2009;0;0;0.354363825699942;46.9805114174449;38.1298146109721;58.6809687370205;47.1748107627089;0.360990721222901;0;58.4346015078409;73.5810368422159;94.1366605790371;0.56608911444374;0;0;0;0;0;0
13;Akujoki;2010;0;0;0.575581831622484;75.6479944793093;60.3906257392948;93.6051207292273;75.7956318964275;0.576506956155823;0;54.1873404553488;68.1506633679426;86.5430651803218;0.523369152898198;0;0;0;0;0;0
13;Akujoki;2011;0;0;0.377542030259657;73.4091446442975;59.9683276603994;92.8393017067245;74.6682273319987;0.56722527929438;0;52.0679042292243;64.9014564965106;81.7198689259993;0.498747926851423;0;0;0;0;0;0
13;Akujoki;2012;0;0;0.564415595543521;157.994657393544;125.910727007852;197.463101719482;158.720092346697;1.20612970455823;0.8314;71.0998737546295;88.5080769836489;110.647123223114;0.677137799676694;0.005;0;0;0;0;0
13;Akujoki;2013;0;0;0.39322255918232;85.3829865330914;66.4013575574084;106.748552761085;85.5118365999323;0.647633540542682;0.002;78.1677594912386;98.1086957625605;122.66401922913;0.74985750462944;0.0366;0;0;0;0;0
13;Akujoki;2014;0;0;0.472479050099408;119.937932486058;93.2775883928269;150.721672072769;119.134784174159;0.914295806764116;0.2859;86.3895001546216;109.181180264248;136.943157065015;0.832892764673074;0.1334;0;0;0;0;0
13;Akujoki;2015;0;0;0.489509865740197;47.8632504476365;38.5372843806359;60.1778006537918;48.2277155456398;0.367924559591894;0;81.0317393346807;102.794706715083;128.777781801782;0.784083894581034;0.0669;0;0;0;0;0
13;Akujoki;2016;0;0;0.479670674156859;119.22359409897;91.3435013793737;150.898334050086;119.062964768701;0.906503850192763;0.2725;72.3899329275612;93.1019408914391;117.136589884433;0.708555817115847;0.0148;0;0;0;0;0
13;Akujoki;2017;0;0;0.396436260455811;37.7453810591721;30.3346896798398;46.7027067690462;37.6003654345241;0.288065784516318;0;63.373265958169;81.1925395229593;102.125128386423;0.619398843804701;2e-04;0;0;0;0;0
13;Akujoki;2018;0;0;0.499985136774831;56.8715831482352;42.2952211837439;74.6491497613169;56.8337245677812;0.436586512981182;0;50.6276741558983;65.4259521885035;83.1069978085602;0.499794544321046;0;0;0;0;0;0
13;Akujoki;2019;0;0;0.640895572890286;49.1327689381316;39.3677301707476;61.6882978634695;49.0556053610666;0.376332872877554;0;50.8352856034262;65.7433318111273;83.4846221109796;0.501465197105346;0;0;0;0;0;0
13;Akujoki;2020;0;0;0.241185387684444;22.4341110141038;17.790059935043;28.0062097659;22.7386013735469;0.170971727676207;0;32.4469252423436;41.5459610399107;52.7615910399332;0.317234995405005;0;0;0;0;0;0
14;Anarjohka;2006;4133.53559716821;4137;0.47;2764.02790288078;1807.20021310076;4374.29113002294;2848.40533319804;0.354169194489074;0;0;0;0;0;0;0.321631070997019;0.398569762828875;0.498763863469909;0;0
14;Anarjohka;2007;2264.10240831113;2266;0.74;2499.18948656915;1570.91034264703;3769.83587762385;2466.25785692875;0.309957101668286;0;0;0;0;0;0;0.320781002243811;0.397876877361742;0.497375628452939;0;0
14;Anarjohka;2008;2321.05467542222;2323;0.64;2166.76694482539;1399.04107800185;3352.94217786942;2178.23752328323;0.274780684652593;0;0;0;0;0;0;0.321426037804501;0.399234717843558;0.496877775903623;0;0
14;Anarjohka;2009;2003.32097469718;2005;0.45;1347.1970598507;851.861420016759;2031.73473216089;1322.62577624553;0.167248241142489;0;1407.2532634416;2194.29534853151;3382.20097941927;0.275386376951781;0;0.322213138468803;0.399419310173653;0.499080984276399;0;0
14;Anarjohka;2010;2439.95502254889;2442;0.62;2224.76708899908;1415.70874024582;3450.44903960615;2217.28446311106;0.280506311091777;0;1309.38039522786;2059.48014506108;3151.24045681508;0.258672604027885;0;0.320336301495498;0.401651186876147;0.499020629627961;0;0
14;Anarjohka;2011;1906.40220435024;1908;0.45;1247.98367383488;789.334739119184;1936.43407638418;1262.45361639625;0.157478811592841;0;1113.9864943459;1746.67869187751;2692.89000650516;0.219793494777043;0;0.321574672964748;0.402954233557646;0.498614455908646;0;0
14;Anarjohka;2012;4281.41165914087;4285;0.5;3247.06630084093;2028.88981625956;4755.31024195001;3139.58988338635;0.397406423486826;0;1271.44867891033;2016.7535308814;3043.48202252531;0.250438246309532;0;0.321423829584945;0.398859657717823;0.499683103199924;0;0
14;Anarjohka;2013;1984.33688566015;1986;0.62;1809.29266237838;1132.47109269083;2770.03674265075;1806.52513920698;0.226326342775261;0;1341.60109707885;2132.27743151332;3228.05752514777;0.265346963589021;0;0.32099587494186;0.400611826165225;0.499558947612176;0;0
14;Anarjohka;2014;2829.62842909847;2832;0.6;2449.48603443698;1583.15676988606;3839.27721076699;2491.43244917061;0.311286558022559;0;1383.46310448891;2188.45716787279;3325.26456793798;0.272789665715206;0;0.321354483023395;0.39965258515958;0.498810675712573;0;0
14;Anarjohka;2015;1879.42481466604;1881;0.65;1785.51546622208;1117.05230522937;2709.46930178795;1791.69475659698;0.221878660802949;0;1465.39249601646;2322.8401159696;3518.52337428892;0.288849075685112;0;0.320550368255637;0.397813158972063;0.498466718548145;0;0
14;Anarjohka;2016;1652.61490880257;1654;0.57;1336.23953447697;873.253657387072;2094.87357954556;1379.66717803147;0.170745060927307;0;1176.48345629833;1845.1334243786;2853.41420868781;0.232645641320048;0;0.320968245374856;0.39972288898284;0.498534907362147;0;0
14;Anarjohka;2017;638.464889192768;639;0.64;2320.25411518365;1617.02932052841;3121.72458762456;2281.97682424869;0.279854651083503;0;1297.62301325773;1972.87378757992;2941.33616993127;0.245803412650979;0;0.120583533556186;0.149284259129027;0.187368711026664;0;0
14;Anarjohka;2018;787.340113746325;788;0.51;2360.38844493155;1751.43321840554;3420.85795444863;2430.61929386039;0.298139201803321;0;1339.6921253876;1950.59939020356;2836.73135585168;0.242970250252586;0;0.112452365553286;0.141097461919076;0.174762840531773;0;0
14;Anarjohka;2019;563.527695625542;564;0.62;1954.83657481559;1382.29475721171;2688.87056392317;1953.03293832434;0.238539692981264;0;1406.00273838318;1992.92966735194;2831.58167138548;0.246370145217653;0;0.120474390555642;0.149222707397629;0.187024353613891;0;0
14;Anarjohka;2020;325.72700137221;326;0.58;1056.19963367483;758.362582531116;1478.40847287332;1053.93957528576;0.130111985444496;0;1377.27996966919;1922.91969215141;2677.46539471742;0.236843369327415;0;0.120360325367487;0.149053071890371;0.187136654050353;0;0
15;Karasjohka;2006;4157.51549910972;4161;0.475556356645037;2651.02543358548;1887.58938797439;3671.53899165867;2651.26052249284;0.352900988174955;0;0;0;0;0;0;0.268441991326476;0.335552489158095;0.419440611447618;0;0
15;Karasjohka;2007;2312.06221219416;2314;0.684217804667243;1929.79787691968;1383.69457622759;2857.8976334887;2003.03658615669;0.265204337897599;0;0;0;0;0;0;0.329056723021014;0.411320903776268;0.514151129720335;0;0
15;Karasjohka;2008;4117.54899587386;4121;0.683613200679447;3418.1588377177;2319.66197401961;5073.90744424933;3472.55427642446;0.465082659791131;0;0;0;0;0;0;0.3436553161918;0.42956914523975;0.536961431549687;0;0
15;Karasjohka;2009;1364.85608550442;1366;0.512093704245974;892.584751518174;625.650636569565;1309.32276660898;910.380047105471;0.121799356746618;0;1554.14914369779;2222.89172493526;3228.16670900142;0.301758509266191;0;0.284122948925352;0.355153686156691;0.443942107695863;0;0
15;Karasjohka;2010;2607.81433613948;2610;0.599072796934866;1923.0200190672;1544.57000400583;2393.71782454338;1942.32719087241;0.25236139314989;0;1468.39429770565;2040.89037130569;2908.7114172226;0.276310744497541;0;0.350620273318297;0.389578081464774;0.44801479368449;0;0
15;Karasjohka;2011;2568.84699548452;2571;0.599700505639829;1842.15963682428;1249.21108688769;2800.32351750205;1902.33907915939;0.253130169918987;0;1434.77342537067;2018.98081128184;2894.31788822593;0.272919096353926;0;0.311531470885224;0.38941433860653;0.486767923258162;0;0
15;Karasjohka;2012;3909.72317904742;3913;0.458144646051623;2270.72852796522;1819.0213503125;2784.39775182802;2266.52121920094;0.295566204588368;0;1309.61326944389;1732.12323384372;2321.94046512061;0.230473252439535;0;0.322093614080728;0.357881793423032;0.411564062436486;0;0
15;Karasjohka;2013;3032.45843302043;3035;0.602125205930807;2281.2073013419;1520.83741827391;3295.98201920079;2275.79581431542;0.305095104209657;0;1533.40996486998;2079.27887129965;2818.60527826856;0.276952424917737;0;0.313335245196444;0.391669056495555;0.489586320619444;0;0
15;Karasjohka;2014;3569.00873896177;3572;0.58479843225084;2552.93039549438;1815.85867841098;3886.84384113337;2628.43062618223;0.354823078066593;0;1601.23213347127;2236.75646540645;3191.88678241606;0.30221412534653;0;0.306931449303036;0.383664311628795;0.479580389535994;0;0
15;Karasjohka;2015;3783.82869385448;3787;0.647554792711909;2935.59435867418;2053.60069937768;4431.53607004712;3003.79986903121;0.404906911508539;0;1802.32953659377;2510.11514586892;3599.68992055232;0.340130337892935;0;0.32970253929867;0.412128174123337;0.515160217654172;0;0
15;Karasjohka;2016;3144.36464208082;3147;0.67524944391484;2505.38309404819;1720.71679537141;3749.09636154956;2580.28468698756;0.343259892633544;0;1777.75339785849;2568.77878738967;3840.86457298271;0.352199029721226;0;0.338812129912076;0.423515162390095;0.529393952987619;0;0
15;Karasjohka;2017;2115.22718375758;2117;0.688478979688238;2892.15404734422;2078.08996967732;4054.9105751558;2943.63818058124;0.388848085001619;0;1917.06653570935;2721.51547389024;4030.59671197146;0.373296606707311;0;0.247055079126514;0.308818848908143;0.386023561135178;0;0
15;Karasjohka;2018;1391.83347518862;1393;0.562491026561378;3657.80858750014;2754.20650642563;4926.25091354686;3669.77657239794;0.486640155789072;0;2151.65349271301;2997.73502189168;4290.44848007483;0.405844856547171;0;0.126492622020431;0.158115777525539;0.197644721906924;0;0
15;Karasjohka;2019;1399.82677583579;1401;0.68621698786581;2870.51881295558;2137.33883653883;3850.37067203543;2882.86699503672;0.381140493379002;0;2172.5880270033;2981.46613546203;4145.15713057191;0.400110171830854;0;0.18422090729783;0.230276134122288;0.28784516765286;0;0
15;Karasjohka;2020;1103.07548930957;1104;0.654039855072464;4105.18978374656;3120.37319890688;5354.54765466663;4049.57851291766;0.540128484837148;0;2522.50212788716;3381.41780788662;4546.51995385118;0.44862077334047;0;0.117363571934798;0.146704464918498;0.183380581148122;0;0
16;Iesjohka;2006;4210.47111589722;4214;0.453348362600854;2093.8293608581;1365.35906834834;3006.33958710875;2051.55533259643;0.340128433765547;0;0;0;0;0;0;0.322007131940907;0.402508914926133;0.503136143657667;0;0
16;Iesjohka;2007;2320.05551284133;2322;0.716472868217054;1676.076199593;1100.96671493096;2446.49702129959;1668.97278517068;0.275272391337617;0;0;0;0;0;0;0.379929097354786;0.474911371693482;0.593639214616853;0;0
16;Iesjohka;2008;4099.56406941773;4103;0.647270290031684;2546.35852243492;1669.35994052205;4034.27938589804;2632.33502377608;0.433948282659961;0;0;0;0;0;0;0.385771370367468;0.482214212959336;0.602767766199169;0;0
16;Iesjohka;2009;1169.02021964873;1170;0.518837606837607;975.491827927244;694.923968766635;1365.09993405901;974.797252850766;0.159648487726009;0;1207.652423142;1822.93897770332;2713.05398209135;0.301978177210789;0;0.249766511007338;0.312208138759173;0.390260173448966;0;0
16;Iesjohka;2010;1411.81672680654;1413;0.586638358103326;1260.41543300758;881.471765716658;1834.76721193698;1274.86601155839;0.208960060717451;0;1086.68059748408;1614.58549574069;2420.1608882984;0.269205156563106;0;0.275707317073171;0.344634146341463;0.430792682926829;0;0
16;Iesjohka;2011;1968.35028436581;1970;0.529847715736041;1566.49166946336;1045.59018145431;2275.34081341161;1556.1646420141;0.257032027188306;0;1072.83646411491;1587.18936320828;2377.37183632641;0.264841623262165;0;0.269978586723769;0.337473233404711;0.421841541755889;0;0
16;Iesjohka;2012;2366.01699156256;2368;0.532035472972973;2024.00236960234;1413.82243658639;2802.50954013027;2008.49693904358;0.328095616445724;0;1008.952088131;1456.60032500013;2069.42937488447;0.238691100037685;0;0.263752175426384;0.32969021928298;0.412112774103724;0;0
16;Iesjohka;2013;2200.15600313377;2202;0.61708446866485;2024.00740103684;1434.83584498425;2978.68561397294;2056.77027346807;0.338460139808047;0;1193.9300571854;1718.72921827753;2472.82579486295;0.283095095724169;0;0.288550368550369;0.360687960687961;0.450859950859951;0;0
16;Iesjohka;2014;2640.78670130906;2643;0.601021566401816;2429.0551749984;1650.13756384816;3507.08461050415;2431.29974595244;0.399416990735727;0;1386.09650671828;2010.88915377523;2890.90514450474;0.330818836074763;0;0.281357285429142;0.351696606786427;0.439620758483034;0;0
16;Iesjohka;2015;1885.41979015142;1887;0.63785373608903;1784.44369256854;1261.08932117582;2532.62626927418;1804.19797615369;0.292621810859626;0;1439.97129164865;2065.37715955153;2955.22650847039;0.338730020251134;0;0.298192592592593;0.372740740740741;0.465925925925926;0;0
16;Iesjohka;2016;1813.48008432688;1815;0.648964187327824;1701.51009171884;1209.57225489926;2514.44980337032;1758.71801949265;0.285379015870676;0;1388.90874622687;1984.75409008065;2883.2115742804;0.329384354962146;0;0.301401141670991;0.376751427088739;0.470939283860924;0;0
16;Iesjohka;2017;1059.11233575013;1060;0.649716981132076;2022.77728096511;1535.67200887046;2885.04853465768;2065.98639490207;0.339301366540993;0;1414.11778719842;1984.44656006272;2859.80230445158;0.329248316154358;0;0.183868169991327;0.229835212489159;0.287294015611448;0;0
16;Iesjohka;2018;901.244647968509;902;0.494922394678492;1540.31911704052;1160.00236440755;2017.01728051332;1539.31798069696;0.248250642890206;0;1291.58398733827;1762.26254557325;2487.28547195387;0.291573425354869;0;0.15706304868316;0.19632881085395;0.245411013567438;0;0
16;Iesjohka;2019;681.428880171312;682;0.652038123167155;1469.75225807867;1100.00810131602;2019.39804596247;1475.27561877832;0.24128972022743;0;1251.31368237332;1683.58968695078;2358.97841612595;0.278584665862064;0;0.17375796178344;0.217197452229299;0.271496815286624;0;0
16;Iesjohka;2020;1482.75727005019;1484;0.668254716981132;528.020961255392;253.54489135615;931.638748604027;528.612435976247;0.0900600516150031;0;1012.30684148755;1390.21740433492;1963.27565243437;0.22969248755261;0;0.483190883190883;0.603988603988604;0.754985754985755;0;0
17;Tana total;1993;152507.180535115;152635;0.49;47680.6695204726;24240.3646597659;85426.9398101368;47997.4421131577;0.954714366751816;0.393;0;0;0;0;0;0.480409397376883;0.601086948162198;0.748261132104887;0;0
17;Tana total;1994;131767.562843449;131878;0.63;54926.9311525323;26532.0168528573;93538.3360461929;53379.0391543874;1.06126059419505;0.5475;0;0;0;0;0;0.480909815403144;0.599949103264389;0.747909264214553;0;0
17;Tana total;1995;104543.380001766;104631;0.49;32874.7709252209;15788.9302794568;58817.7501267967;33035.2267856974;0.651056203169702;0.046;0;0;0;0;0;0.482737430279069;0.600950598253066;0.749249995747593;0;0
17;Tana total;1996;88757.6103861847;88832;0.51;29006.5895347482;13921.557192689;53196.804718486;29097.0120920702;0.582229830519967;0.0163;20120.7172461923;41122.2402832435;72744.9576754031;0.811774616367657;0.2057;0.481423580254066;0.600255826737847;0.749272330683009;0;0
17;Tana total;1997;92428.5337083979;92506;0.43;25652.9010535477;12504.5624512026;46363.404639037;25695.2712916567;0.513850211327162;0.0021;17186.7666940515;35615.2981665123;62979.0738826282;0.701716809233441;0.0813;0.481785521270654;0.598603567524419;0.749271437082087;0;0
17;Tana total;1998;102541.05818965;102627;0.46;30041.7796489496;14862.0223318155;55617.7432470774;30352.7993096022;0.609206712868653;0.0251;14269.268063791;29394.0102906166;53498.9256828493;0.586147894660121;0.016;0.482200008778087;0.601770191381883;0.747678760356169;0;0
17;Tana total;1999;143700.561547094;143821;0.44;39814.1618114396;20387.0852641317;72623.7312118888;40820.8939311432;0.802670361918948;0.1974;15418.8068099597;31128.8580121713;56950.4209541223;0.626263269925239;0.0337;0.481604577575938;0.603976664152445;0.747797318695366;0;0
17;Tana total;2000;209356.533900374;209532;0.5;66714.6765712668;32888.3444239542;119119.142495191;67605.9315014964;1.31971982857675;0.7859;20160.503617776;40555.8797713009;73431.0053982986;0.817130262380925;0.2139;0.483014737569976;0.59867613304782;0.74931632033956;0;0
17;Tana total;2001;248376.83017212;248585;0.55;87142.463910228;43538.1963353637;156009.613771005;88064.2120923804;1.73084550509088;0.9512;27918.9120888163;55928.270485471;100842.55768129;1.1171114032053;0.6011;0.481714135662472;0.597120203304932;0.747396629942108;0;0
17;Tana total;2002;189947.800766463;190107;0.56;69181.3769247457;33818.0351488929;122401.483172939;68594.6489748112;1.36629604563531;0.8189;32657.9152930856;65713.16980442;117538.492662756;1.31125369557364;0.7852;0.481175569195176;0.599801206122717;0.748604351832586;0;0
17;Tana total;2003;153609.256861843;153738;0.58;59019.3231635931;28545.5010919976;100833.886902393;57806.9970902373;1.14150025981647;0.6408;34697.5192500521;70514.4601424584;124591.031585382;1.38855539777426;0.8327;0.482065347507546;0.596638396270692;0.748672577302105;0;0
17;Tana total;2004;69935.3856872592;69994;0.59;25947.5018549658;13196.7137795538;46882.953523903;26505.2751237767;0.520737634662219;0.0019;29774.611588952;60322.6664633832;106531.98434256;1.1864428002562;0.6812;0.480784152777508;0.60318481450367;0.745738988673146;0;0
17;Tana total;2005;77125.3596193894;77190;0.52;25967.3187241031;12480.5482721449;46627.3767063997;25905.8213497472;0.514909912996133;0.0026;22010.1995731473;45028.8801668519;79186.4250764087;0.886778832742545;0.3054;0.481121961110232;0.603512134939469;0.748695521714444;0;0
17;Tana total;2006;108505.05963502;108596;0.42;27918.9643766879;14139.4175747255;51885.9729403652;29439.1406897812;0.568677330340849;0.0128;17090.5451796054;34713.2770298375;61557.5475182652;0.684792237930055;0.0695;0.482176774993972;0.601397417423902;0.748202472745545;0;0
17;Tana total;2007;100457.804208481;100542;0.67;43529.7182839309;21715.1496374742;78258.2700150669;43491.9134945546;0.866372225279178;0.2772;15382.9573159746;30840.8758099219;55913.6432964337;0.620533552897863;0.0269;0.481187143163963;0.599390277371334;0.749006587439373;0;0
17;Tana total;2008;121757.952108029;121860;0.64;51678.9289401431;25132.9347065227;90152.0582079691;50338.9597374148;1.01151100445121;0.4777;18367.0125477168;37273.7325812162;66730.9194674502;0.739591152702501;0.122;0.48051654000808;0.607154542897889;0.746673195782837;0;0
17;Tana total;2009;63445.8247243374;63499;0.5;20346.6030838251;9976.72411650459;37167.6127255609;20539.3814974167;0.408960959580333;0;17741.0565088068;35868.5536711467;64365.9784722405;0.714748770578088;0.0936;0.480467298465647;0.599943542642714;0.749809142190504;0;0
17;Tana total;2010;86985.0959676746;87058;0.56;30540.697465441;15061.896381505;55909.5143572294;31319.4591102066;0.616946050431476;0.0293;17971.6762105016;36523.986943335;65371.8638264566;0.727436201840009;0.1131;0.482070585876086;0.601118010287939;0.74907839484598;0;0
17;Tana total;2011;79275.5574934783;79342;0.54;27959.5265270764;13604.2491623061;49753.1665910413;27654.7330460585;0.55313342943147;0.0066;15943.9510917096;32631.4390041214;58245.5879704502;0.646000206772387;0.0433;0.483641468548973;0.600790281044168;0.746453133310657;0;0
17;Tana total;2012;108702.893826038;108794;0.46;32708.3489678618;15833.1636739409;57172.8606992221;32314.617859749;0.643226838223754;0.0369;13619.0083335641;27888.794011051;50000.7885932634;0.551904483893398;0.0067;0.480918812769575;0.601746055171521;0.749107080943634;0;0
17;Tana total;2013;79816.1044497432;79883;0.56;28908.2177942185;14183.973806957;51684.5786462921;28826.7063472323;0.573553762815435;0.011;14670.8207561772;30029.1976886494;53630.0300734462;0.596214384060095;0.018;0.482141761703349;0.600591743173403;0.749146839157205;0;0
17;Tana total;2014;99152.8978778303;99236;0.49;31232.4607446075;15266.6661293181;55280.2530754485;31316.7339002025;0.61549707776215;0.0245;14722.0131931305;30202.138508441;53472.714753001;0.596745299312539;0.0196;0.480519089471523;0.598438847352714;0.749144774819455;0;0
17;Tana total;2015;78058.5774699466;78124;0.6;30567.2190539809;14689.4460649215;53573.6789141183;30172.3303562847;0.599146374593588;0.0196;14993.3124187843;30854.0616401672;54427.8428337703;0.603886631967591;0.0209;0.481827166663751;0.597588743406553;0.748321750724322;0;0
17;Tana total;2016;84673.0337554804;84744;0.58;31768.3337039687;15417.0727743973;55279.909855222;31646.9678609941;0.618848583511763;0.0261;14889.2896938984;30619.0578241939;53954.6051227702;0.604689680651416;0.0201;0.481246464169015;0.599904295554451;0.747373708840287;0;0
17;Tana total;2017;60557.2457029661;60608;0.62;29487.6528977307;16237.8926889702;50215.1477028552;29813.9788765882;0.579311063979594;0.0085;15402.7694144017;30763.916600072;53587.247386911;0.60251244397034;0.02;0.441076068715726;0.551007884638357;0.686367437116171;0;0
17;Tana total;2018;49488.5226317963;49530;0.5;29971.0879837017;18166.3684670766;46150.7805091231;29462.2622369005;0.572819915740818;0.0024;16127.6949988414;30448.5734098455;51304.8792453297;0.593033837214304;0.0117;0.360325626383994;0.448810516072039;0.561896795502036;0;0
17;Tana total;2019;39972.4982113394;40006;0.58;22805.0794178283;13482.8274295141;36972.9143065822;22689.4859311102;0.442560214808099;0;15826.0403399896;28508.0385008074;47154.6880934456;0.553342167694603;0.0036;0.401657450624008;0.500878672414856;0.624222525765118;0;0
17;Tana total;2020;31564.5450930966;31591;0.59;18298.1148244853;10632.0149368686;29826.6013349804;18157.0035632653;0.356130278003788;0;14629.7758806074;25140.4837809365;40791.3609633852;0.488377999158054;0;0.400461064833292;0.501202031812438;0.624086846807351;0;0
