Nordland;Troms;Outer_W;Outer_M;Outer_E;Alta;Porsanger;Tana;Varanger
0.038927877;0.049926358;0.132862303;0.165515851;0.39616385;0.033094596;0.048643618;0.842408291;0.111123164
